Type,Token,Log(Probability)
Negative,stormy,-16.8617957176
Negative,maguire,-16.5398676227
Negative,institute,-16.2768332168
Negative,my,-9.6426271971
Negative,bow,-16.8617957176
Negative,exploitation,-14.7743328763
Negative,spheres,-16.2768332168
Negative,women,-11.991430998
Negative,bon,-16.0544407955
Negative,boo,-16.2768332168
Negative,priceless,-17.2768332168
Negative,bob,-12.8394279045
Negative,genuinely,-14.5398676227
Negative,teenage,-13.3072068659
Negative,dick,-14.6918707161
Negative,useful,-15.6918707161
Negative,aidan,-16.8617957176
Negative,merely,-12.8174015982
Negative,cared,-16.2768332168
Negative,contradictions,-17.2768332168
Negative,verge,-16.2768332168
Negative,ailing,-16.5398676227
Negative,transplant,-15.8617957176
Negative,sympathetic,-13.8617957176
Negative,gonzo,-17.2768332168
Negative,troops,-15.0544407955
Negative,ariel,-17.2768332168
Negative,visit,-14.6918707161
Negative,france,-15.1613559994
Negative,scenarios,-16.2768332168
Negative,insider,-16.2768332168
Negative,duds,-15.8617957176
Negative,thru,-15.5398676227
Negative,jeffries,-15.5398676227
Negative,sharing,-15.8617957176
Negative,incredulous,-16.2768332168
Negative,emoting,-17.2768332168
Negative,soontobe,-16.8617957176
Negative,labyrinth,-16.8617957176
Negative,acceptable,-14.954905122
Negative,distribution,-16.5398676227
Negative,mouthing,-16.5398676227
Negative,downtown,-16.5398676227
Negative,rigid,-16.5398676227
Negative,horners,-17.8617957176
Negative,savior,-16.2768332168
Negative,effort,-12.7325127006
Negative,capturing,-16.0544407955
Negative,canadian,-16.0544407955
Negative,duvall,-14.954905122
Negative,costners,-16.5398676227
Negative,tokyo,-16.5398676227
Negative,unexciting,-15.6918707161
Negative,avoiding,-16.8617957176
Negative,quoting,-16.8617957176
Negative,melodrama,-15.0544407955
Negative,rudys,-17.8617957176
Negative,soul,-14.1069082154
Negative,reviews,-13.6138682041
Negative,wallet,-16.5398676227
Negative,sour,-15.6918707161
Negative,drags,-14.4694782948
Negative,switchback,-15.2768332168
Negative,growing,-14.0544407955
Negative,making,-11.2397438981
Negative,arrive,-14.6918707161
Negative,bites,-16.2768332168
Negative,deceased,-15.6918707161
Negative,lords,-17.2768332168
Negative,crazy,-13.7325127006
Negative,firing,-15.2768332168
Negative,kenneth,-14.5398676227
Negative,predict,-15.6918707161
Negative,concocted,-17.2768332168
Negative,scifihorror,-16.8617957176
Negative,fuck,-15.6918707161
Negative,overzealous,-17.2768332168
Negative,sample,-16.2768332168
Negative,beatles,-16.2768332168
Negative,battered,-17.8617957176
Negative,dennis,-13.2768332168
Negative,craze,-16.2768332168
Negative,pink,-16.2768332168
Negative,behindthescenes,-17.2768332168
Negative,rays,-16.8617957176
Negative,exaggeration,-16.0544407955
Negative,chemical,-16.8617957176
Negative,till,-14.954905122
Negative,sunday,-15.1613559994
Negative,emotionless,-16.5398676227
Negative,sword,-15.5398676227
Negative,swore,-16.5398676227
Negative,nyc,-16.2768332168
Negative,computergenerated,-14.5398676227
Negative,sworn,-16.8617957176
Negative,map,-15.8617957176
Negative,staying,-15.0544407955
Negative,designer,-15.5398676227
Negative,may,-10.6968887909
Negative,max,-12.7957065271
Negative,tyler,-14.3382337615
Negative,designed,-14.0544407955
Negative,poignancy,-16.8617957176
Negative,end,-10.1578921441
Negative,destructive,-17.2768332168
Negative,guys,-11.8394279045
Negative,grow,-14.5398676227
Negative,man,-10.0969241268
Negative,poseidon,-17.8617957176
Negative,waist,-17.8617957176
Negative,johnson,-14.6138682041
Negative,maybe,-11.4023640989
Negative,borrowing,-16.5398676227
Negative,tale,-13.2179395278
Negative,inhabitants,-16.2768332168
Negative,switch,-15.1613559994
Negative,killers,-14.0038147224
Negative,jail,-14.0038147224
Negative,sitcoms,-16.0544407955
Negative,african,-15.2768332168
Negative,tall,-14.3382337615
Negative,finchers,-17.8617957176
Negative,gesture,-16.2768332168
Negative,nearly,-12.1203287312
Negative,cute,-13.3699426212
Negative,shoes,-16.0544407955
Negative,distributors,-17.8617957176
Negative,rabbi,-17.8617957176
Negative,pointed,-15.8617957176
Negative,shaky,-15.6918707161
Negative,wishing,-15.5398676227
Negative,entity,-16.8617957176
Negative,stability,-16.8617957176
Negative,nbsp,-12.9791526682
Negative,cuts,-14.3382337615
Negative,spinoff,-16.5398676227
Negative,irene,-14.0544407955
Negative,jock,-15.8617957176
Negative,group,-11.8394279045
Negative,thank,-15.1613559994
Negative,interesting,-10.8010997859
Negative,undermined,-16.5398676227
Negative,encompasses,-17.8617957176
Negative,maid,-15.8617957176
Negative,melvin,-14.6918707161
Negative,moviegoer,-16.0544407955
Negative,policy,-17.2768332168
Negative,mail,-15.6918707161
Negative,secondary,-15.0544407955
Negative,undermines,-16.0544407955
Negative,texas,-14.2768332168
Negative,captivated,-17.2768332168
Negative,impulses,-17.2768332168
Negative,killer,-12.0163056666
Negative,sooner,-16.0544407955
Negative,tucker,-16.0544407955
Negative,lunch,-15.8617957176
Negative,touching,-14.4694782948
Negative,mismatched,-16.5398676227
Negative,aspirations,-16.2768332168
Negative,dissatisfaction,-17.2768332168
Negative,bullshit,-17.2768332168
Negative,developments,-15.2768332168
Negative,aficionados,-17.8617957176
Negative,bunz,-15.6918707161
Negative,taut,-17.8617957176
Negative,philip,-15.0544407955
Negative,chockfull,-16.5398676227
Negative,beach,-14.2179395278
Negative,artist,-14.6918707161
Negative,peasant,-16.5398676227
Negative,olin,-16.2768332168
Negative,rock,-12.5580149694
Negative,showcasing,-17.8617957176
Negative,vogue,-16.5398676227
Negative,latin,-16.5398676227
Negative,conventions,-16.5398676227
Negative,richly,-17.8617957176
Negative,preaching,-17.8617957176
Negative,aloof,-16.2768332168
Negative,washedup,-16.8617957176
Negative,girl,-11.3779799403
Negative,morning,-13.954905122
Negative,elizabeth,-13.6918707161
Negative,canada,-16.8617957176
Negative,emerges,-16.0544407955
Negative,jackson,-14.0038147224
Negative,operates,-17.2768332168
Negative,transforming,-17.2768332168
Negative,stupid,-11.4694782948
Negative,pamela,-15.2768332168
Negative,emerged,-17.2768332168
Negative,dutch,-15.6918707161
Negative,tidbits,-16.2768332168
Negative,prinze,-14.0038147224
Negative,objectivity,-16.5398676227
Negative,brimming,-16.8617957176
Negative,goth,-16.2768332168
Negative,after,-9.45665425443
Negative,monster,-13.3699426212
Negative,hefty,-16.8617957176
Negative,pumping,-16.8617957176
Negative,brooks,-15.2768332168
Negative,spies,-16.8617957176
Negative,tatyana,-17.2768332168
Negative,california,-14.8617957176
Negative,fuller,-16.5398676227
Negative,brooke,-15.5398676227
Negative,cough,-17.8617957176
Negative,keith,-16.8617957176
Negative,advance,-15.0544407955
Negative,surrealistic,-16.8617957176
Negative,language,-13.4023640989
Negative,waiter,-17.8617957176
Negative,headphones,-17.8617957176
Negative,thing,-10.423003865
Negative,funky,-16.5398676227
Negative,uncredited,-17.2768332168
Negative,highprofile,-16.8617957176
Negative,liveaction,-14.6918707161
Negative,think,-10.3343187115
Negative,frequent,-15.4023640989
Negative,first,-9.52194571468
Negative,exotic,-15.5398676227
Negative,cheese,-15.4023640989
Negative,fleeing,-16.5398676227
Negative,lone,-14.7743328763
Negative,rachel,-15.1613559994
Negative,crib,-17.2768332168
Negative,americans,-15.5398676227
Negative,fast,-12.954905122
Negative,suspended,-16.8617957176
Negative,carry,-13.5042437129
Negative,sounds,-12.8845157941
Negative,cheesy,-13.7743328763
Negative,little,-9.64504985937
Negative,personalities,-15.0544407955
Negative,murky,-15.5398676227
Negative,slept,-16.8617957176
Negative,anyone,-11.3149012577
Negative,psychotic,-14.8617957176
Negative,alfred,-14.954905122
Negative,speaking,-13.8617957176
Negative,coburn,-16.2768332168
Negative,subplot,-12.6523423519
Negative,eyes,-12.2470858734
Negative,allegedly,-15.8617957176
Negative,moscow,-17.8617957176
Negative,continuous,-16.5398676227
Negative,accurately,-16.2768332168
Negative,meandering,-16.5398676227
Negative,broadcast,-15.1613559994
Negative,sequels,-14.4694782948
Negative,butt,-14.8617957176
Negative,seat,-14.3382337615
Negative,bobs,-16.8617957176
Negative,relative,-16.0544407955
Negative,cracks,-16.5398676227
Negative,sailing,-15.6918707161
Negative,grammer,-15.8617957176
Negative,notches,-16.8617957176
Negative,gotta,-16.0544407955
Negative,ventura,-14.5398676227
Negative,orgy,-16.5398676227
Negative,knives,-16.2768332168
Negative,venture,-15.8617957176
Negative,were,-9.67444364436
Negative,gigantic,-15.6918707161
Negative,sean,-13.3072068659
Negative,gathering,-16.0544407955
Negative,mundane,-16.2768332168
Negative,topics,-16.8617957176
Negative,occupies,-16.8617957176
Negative,marijuana,-16.5398676227
Negative,voices,-14.7743328763
Negative,dash,-17.2768332168
Negative,winding,-16.5398676227
Negative,conspiracy,-14.0544407955
Negative,comedian,-15.1613559994
Negative,spectacle,-15.5398676227
Negative,voiced,-15.1613559994
Negative,hellraiser,-17.2768332168
Negative,nazi,-15.1613559994
Negative,kevin,-11.7957065271
Negative,cassandra,-17.8617957176
Negative,recreated,-16.5398676227
Negative,cheerful,-17.2768332168
Negative,efficient,-16.8617957176
Negative,shocked,-15.6918707161
Negative,endangered,-16.2768332168
Negative,clintons,-17.2768332168
Negative,potential,-12.4355309629
Negative,interior,-16.5398676227
Negative,performance,-10.790333355
Negative,switching,-16.8617957176
Negative,channel,-15.6918707161
Negative,jungle,-13.9075994072
Negative,bets,-16.5398676227
Negative,formulas,-16.2768332168
Negative,frost,-15.5398676227
Negative,pain,-14.5398676227
Negative,norman,-15.5398676227
Negative,trace,-15.5398676227
Negative,investigations,-16.8617957176
Negative,arguing,-16.0544407955
Negative,paid,-14.5398676227
Negative,insanity,-16.5398676227
Negative,assault,-15.1613559994
Negative,barrage,-15.5398676227
Negative,sheets,-16.5398676227
Negative,contrasts,-17.8617957176
Negative,supremely,-16.5398676227
Negative,tracy,-17.8617957176
Negative,beth,-16.8617957176
Negative,cuban,-16.8617957176
Negative,especially,-11.7957065271
Negative,surprising,-13.9075994072
Negative,fills,-16.2768332168
Negative,angst,-15.0544407955
Negative,supporting,-12.3699426212
Negative,illconceived,-15.6918707161
Negative,blanchett,-16.0544407955
Negative,order,-12.1893703756
Negative,larry,-14.7743328763
Negative,jumped,-16.5398676227
Negative,voodoo,-16.5398676227
Negative,cybill,-17.2768332168
Negative,shop,-14.954905122
Negative,rating,-13.2179395278
Negative,maxine,-17.2768332168
Negative,shot,-11.954905122
Negative,shou,-16.2768332168
Negative,show,-10.7428546448
Negative,contemporary,-15.2768332168
Negative,sevigny,-15.8617957176
Negative,elevate,-16.5398676227
Negative,therapist,-16.5398676227
Negative,shoe,-15.8617957176
Negative,corner,-14.3382337615
Negative,deposit,-16.8617957176
Negative,fend,-16.8617957176
Negative,robards,-17.8617957176
Negative,dice,-15.5398676227
Negative,rosemarys,-15.8617957176
Negative,treasure,-17.8617957176
Negative,storms,-15.8617957176
Negative,behind,-11.9192812122
Negative,collapses,-16.8617957176
Negative,spirituality,-16.8617957176
Negative,branaghs,-17.8617957176
Negative,lauded,-17.2768332168
Negative,black,-11.4188522217
Negative,travesty,-16.2768332168
Negative,disconcerting,-16.8617957176
Negative,enthusiasm,-16.0544407955
Negative,revisionist,-17.2768332168
Negative,moreau,-15.5398676227
Negative,hungarian,-17.8617957176
Negative,get,-9.13557755823
Negative,contracts,-17.8617957176
Negative,westerns,-16.2768332168
Negative,hailed,-17.2768332168
Negative,framing,-16.8617957176
Negative,gee,-16.2768332168
Negative,gen,-17.8617957176
Negative,gem,-16.0544407955
Negative,gel,-16.5398676227
Negative,summary,-16.5398676227
Negative,miles,-15.4023640989
Negative,finishing,-16.2768332168
Negative,worrying,-15.8617957176
Negative,joes,-15.2768332168
Negative,declared,-17.2768332168
Negative,skarsg,-16.0544407955
Negative,branagh,-15.5398676227
Negative,honesty,-16.0544407955
Negative,ricci,-14.6918707161
Negative,blurred,-17.2768332168
Negative,starlet,-16.8617957176
Negative,declares,-16.8617957176
Negative,kermit,-17.8617957176
Negative,peckinpah,-16.8617957176
Negative,wonder,-12.1069082154
Negative,satisfying,-15.4023640989
Negative,camping,-17.2768332168
Negative,forgotten,-13.8617957176
Negative,label,-15.6918707161
Negative,boundaries,-16.2768332168
Negative,emptyheaded,-16.5398676227
Negative,enough,-10.2507709203
Negative,permeated,-16.8617957176
Negative,diamonds,-16.8617957176
Negative,chews,-16.2768332168
Negative,reading,-14.0544407955
Negative,expose,-15.8617957176
Negative,checks,-16.2768332168
Negative,campaign,-15.0544407955
Negative,brainard,-16.0544407955
Negative,august,-15.4023640989
Negative,parent,-16.2768332168
Negative,spring,-15.5398676227
Negative,pained,-16.8617957176
Negative,jr,-13.4694782948
Negative,killing,-13.1069082154
Negative,whisperer,-17.2768332168
Negative,singers,-17.2768332168
Negative,tub,-16.5398676227
Negative,lopez,-15.1613559994
Negative,jb,-15.6918707161
Negative,tug,-16.0544407955
Negative,motivations,-15.1613559994
Negative,dates,-15.6918707161
Negative,z,-16.2768332168
Negative,stinker,-16.2768332168
Negative,adept,-16.2768332168
Negative,staged,-14.6918707161
Negative,according,-14.8617957176
Negative,beattys,-16.8617957176
Negative,sketchy,-16.8617957176
Negative,jovial,-17.8617957176
Negative,patrons,-15.6918707161
Negative,dated,-15.5398676227
Negative,remake,-13.2179395278
Negative,reigns,-17.8617957176
Negative,among,-12.5398676227
Negative,stretches,-16.2768332168
Negative,cancer,-15.2768332168
Negative,selfproclaimed,-17.2768332168
Negative,maintained,-15.6918707161
Negative,grants,-15.6918707161
Negative,stretched,-14.7743328763
Negative,spans,-17.2768332168
Negative,cancel,-16.8617957176
Negative,freak,-15.0544407955
Negative,writing,-12.4524047814
Negative,custody,-16.0544407955
Negative,logic,-13.954905122
Negative,considering,-13.2470858734
Negative,sensible,-16.8617957176
Negative,arts,-14.1613559994
Negative,caricature,-16.5398676227
Negative,underworld,-15.2768332168
Negative,capable,-14.2179395278
Negative,barry,-14.1613559994
Negative,gooding,-14.8617957176
Negative,mark,-12.954905122
Negative,workshop,-17.2768332168
Negative,judging,-14.6918707161
Negative,borders,-15.5398676227
Negative,mary,-13.133875263
Negative,marisa,-16.8617957176
Negative,jfk,-16.8617957176
Negative,educated,-16.8617957176
Negative,bigbudget,-14.7743328763
Negative,devilish,-17.8617957176
Negative,hodgepodge,-15.5398676227
Negative,offered,-14.5398676227
Negative,block,-14.7743328763
Negative,dangerous,-14.0038147224
Negative,offers,-13.0289057034
Negative,dramatic,-13.0289057034
Negative,wake,-15.5398676227
Negative,declaration,-16.8617957176
Negative,overdose,-17.8617957176
Negative,hardcore,-15.6918707161
Negative,odyssey,-15.5398676227
Negative,those,-10.2919401092
Negative,sound,-12.3382337615
Negative,predicament,-17.8617957176
Negative,dinsmoor,-16.8617957176
Negative,meanspirited,-15.4023640989
Negative,ongoing,-16.0544407955
Negative,hattie,-16.0544407955
Negative,promising,-13.8174015982
Negative,investigating,-15.0544407955
Negative,supergirl,-14.6918707161
Negative,philosophies,-17.8617957176
Negative,versus,-16.8617957176
Negative,eventually,-12.6138682041
Negative,devotees,-17.8617957176
Negative,sincere,-16.5398676227
Negative,them,-9.38403745112
Negative,sleeping,-15.0544407955
Negative,middle,-12.3540010774
Negative,unwritten,-17.2768332168
Negative,sahara,-16.8617957176
Negative,wisely,-16.5398676227
Negative,everyday,-16.5398676227
Negative,movements,-15.6918707161
Negative,bags,-17.2768332168
Negative,par,-14.954905122
Negative,psychopath,-15.8617957176
Negative,pat,-16.0544407955
Negative,harsh,-15.1613559994
Negative,doctor,-13.0544407955
Negative,pay,-12.6138682041
Negative,creaky,-15.6918707161
Negative,tour,-15.8617957176
Negative,lava,-15.8617957176
Negative,blends,-16.8617957176
Negative,heartbreak,-16.8617957176
Negative,bowels,-16.0544407955
Negative,arguments,-15.8617957176
Negative,sams,-15.5398676227
Negative,stepped,-17.2768332168
Negative,heche,-16.5398676227
Negative,pam,-15.1613559994
Negative,pan,-16.2768332168
Negative,disappointment,-13.6138682041
Negative,jeffrey,-15.4023640989
Negative,extended,-14.1069082154
Negative,assist,-16.2768332168
Negative,companion,-15.8617957176
Negative,inbetween,-17.8617957176
Negative,driven,-14.7743328763
Negative,climbing,-15.6918707161
Negative,totally,-12.954905122
Negative,embarrassingly,-16.0544407955
Negative,weave,-16.2768332168
Negative,break,-12.9075994072
Negative,largely,-14.4694782948
Negative,onedimensional,-14.2768332168
Negative,shalhoub,-17.2768332168
Negative,bang,-14.5398676227
Negative,evils,-16.5398676227
Negative,animatronic,-16.8617957176
Negative,solve,-14.954905122
Negative,bottle,-14.954905122
Negative,amazed,-15.8617957176
Negative,parody,-14.0038147224
Negative,gates,-16.0544407955
Negative,outdoor,-17.8617957176
Negative,money,-11.1002444851
Negative,sights,-15.5398676227
Negative,resolution,-15.5398676227
Negative,halfbaked,-16.5398676227
Negative,multiplex,-16.5398676227
Negative,aspect,-13.2470858734
Negative,flavor,-15.6918707161
Negative,sidesplitting,-17.8617957176
Negative,wifes,-16.2768332168
Negative,clueless,-14.1613559994
Negative,bowie,-17.2768332168
Negative,scissorhands,-17.8617957176
Negative,politicians,-17.2768332168
Negative,meteorite,-16.2768332168
Negative,pile,-14.6138682041
Negative,bank,-14.5398676227
Negative,grating,-15.8617957176
Negative,reach,-14.0544407955
Negative,extensive,-16.2768332168
Negative,careers,-14.7743328763
Negative,grip,-16.5398676227
Negative,arent,-12.0673798512
Negative,schwarzenegger,-13.7325127006
Negative,chainsaw,-15.1613559994
Negative,simmons,-14.8617957176
Negative,mom,-14.1613559994
Negative,secrecy,-16.5398676227
Negative,credentials,-16.8617957176
Negative,railroad,-16.2768332168
Negative,aiming,-16.5398676227
Negative,disappointed,-14.4694782948
Negative,grim,-15.8617957176
Negative,grin,-17.2768332168
Negative,mod,-15.1613559994
Negative,christina,-14.6138682041
Negative,terrorize,-16.5398676227
Negative,christine,-15.8617957176
Negative,identifying,-17.2768332168
Negative,slain,-16.0544407955
Negative,serves,-14.2179395278
Negative,lightning,-15.2768332168
Negative,facing,-15.6918707161
Negative,chamber,-17.2768332168
Negative,audience,-10.3540010774
Negative,miraculous,-17.2768332168
Negative,nose,-14.954905122
Negative,robbery,-15.5398676227
Negative,served,-14.954905122
Negative,passionate,-16.5398676227
Negative,robbers,-16.5398676227
Negative,instantly,-15.2768332168
Negative,classified,-17.2768332168
Negative,climactic,-14.8617957176
Negative,jews,-16.2768332168
Negative,obsessions,-17.2768332168
Negative,doll,-15.5398676227
Negative,alternately,-17.2768332168
Negative,pronounce,-16.5398676227
Negative,draw,-14.1613559994
Negative,slavery,-15.6918707161
Negative,neonoir,-16.8617957176
Negative,erase,-17.2768332168
Negative,images,-13.954905122
Negative,joan,-13.954905122
Negative,accomplice,-17.2768332168
Negative,alternates,-16.5398676227
Negative,booming,-17.2768332168
Negative,gross,-14.4694782948
Negative,genetics,-17.8617957176
Negative,reportedly,-16.2768332168
Negative,confirm,-16.2768332168
Negative,stages,-16.0544407955
Negative,frantically,-16.0544407955
Negative,propel,-16.0544407955
Negative,ellie,-15.6918707161
Negative,critical,-14.4694782948
Negative,inject,-14.954905122
Negative,expressing,-16.8617957176
Negative,pipes,-16.8617957176
Negative,claustrophobic,-16.8617957176
Negative,moderate,-16.8617957176
Negative,knife,-15.4023640989
Negative,apocalyptic,-15.6918707161
Negative,understatement,-17.8617957176
Negative,skeet,-16.2768332168
Negative,seconds,-13.3382337615
Negative,manufactured,-16.5398676227
Negative,claudia,-15.8617957176
Negative,each,-11.0608958176
Negative,notable,-14.6918707161
Negative,broker,-17.8617957176
Negative,notably,-14.8617957176
Negative,broken,-13.7325127006
Negative,despicable,-15.5398676227
Negative,marg,-16.2768332168
Negative,refers,-15.5398676227
Negative,manufacturer,-16.8617957176
Negative,giggle,-16.5398676227
Negative,tease,-16.5398676227
Negative,island,-13.0289057034
Negative,henstridge,-14.2179395278
Negative,meaning,-13.6523423519
Negative,mixes,-16.8617957176
Negative,practical,-15.6918707161
Negative,demonic,-16.5398676227
Negative,airline,-17.8617957176
Negative,youve,-12.6329770271
Negative,mixed,-14.8617957176
Negative,lasting,-15.8617957176
Negative,metaphors,-16.8617957176
Negative,quietly,-17.8617957176
Negative,lands,-15.0544407955
Negative,whites,-16.0544407955
Negative,spreading,-16.5398676227
Negative,skilled,-16.0544407955
Negative,blessed,-16.2768332168
Negative,references,-14.6918707161
Negative,einstein,-15.2768332168
Negative,breath,-15.2768332168
Negative,distracted,-15.6918707161
Negative,shelly,-16.8617957176
Negative,restrained,-16.8617957176
Negative,fates,-17.8617957176
Negative,handcuffed,-16.5398676227
Negative,downey,-17.2768332168
Negative,hysterical,-16.5398676227
Negative,pretends,-15.2768332168
Negative,trey,-17.2768332168
Negative,tycoon,-16.5398676227
Negative,stereotyped,-16.0544407955
Negative,fanatic,-17.2768332168
Negative,gory,-14.6918707161
Negative,mars,-12.1475501999
Negative,strikes,-14.5398676227
Negative,sophisticated,-15.0544407955
Negative,bookstore,-15.6918707161
Negative,gore,-13.4355309629
Negative,overlong,-14.954905122
Negative,spice,-13.133875263
Negative,flamboyant,-16.0544407955
Negative,romantic,-12.4355309629
Negative,stahl,-14.7743328763
Negative,vhs,-16.8617957176
Negative,strawberry,-16.8617957176
Negative,suitcase,-16.8617957176
Negative,dubbing,-16.0544407955
Negative,powerless,-17.2768332168
Negative,affection,-15.8617957176
Negative,videos,-15.2768332168
Negative,tectonic,-15.8617957176
Negative,deep,-12.0163056666
Negative,orbit,-16.5398676227
Negative,imagination,-13.8617957176
Negative,examine,-16.8617957176
Negative,planets,-15.4023640989
Negative,girlfriend,-12.4524047814
Negative,lifetime,-16.5398676227
Negative,deed,-15.8617957176
Negative,hound,-17.8617957176
Negative,mindnumbingly,-15.8617957176
Negative,film,-7.20581785507
Negative,fill,-14.1069082154
Negative,tedious,-13.8617957176
Negative,again,-10.833889721
Negative,genres,-15.8617957176
Negative,drivers,-16.8617957176
Negative,hybrid,-17.8617957176
Negative,attire,-17.2768332168
Negative,field,-14.1069082154
Negative,astronaut,-14.4694782948
Negative,overtime,-17.2768332168
Negative,brandi,-16.2768332168
Negative,brando,-17.2768332168
Negative,obsessed,-14.1613559994
Negative,students,-14.0038147224
Negative,brandy,-15.0544407955
Negative,important,-12.93105838
Negative,paintbynumbers,-16.2768332168
Negative,tackle,-16.5398676227
Negative,revolve,-16.8617957176
Negative,mishmash,-16.5398676227
Negative,awkwardly,-15.5398676227
Negative,network,-14.6918707161
Negative,remote,-15.2768332168
Negative,driving,-14.0544407955
Negative,casts,-15.8617957176
Negative,spills,-17.2768332168
Negative,u,-13.2470858734
Negative,hugely,-16.8617957176
Negative,resembles,-15.1613559994
Negative,alright,-15.4023640989
Negative,starting,-14.2179395278
Negative,motel,-15.8617957176
Negative,represent,-17.8617957176
Negative,cameras,-15.1613559994
Negative,liar,-15.2768332168
Negative,forget,-13.133875263
Negative,founder,-16.5398676227
Negative,roman,-15.6918707161
Negative,suburban,-16.2768332168
Negative,dollar,-14.1069082154
Negative,devine,-16.5398676227
Negative,sunk,-15.5398676227
Negative,talky,-16.8617957176
Negative,talks,-13.6523423519
Negative,expressions,-14.954905122
Negative,liam,-15.8617957176
Negative,plodding,-15.8617957176
Negative,reluctant,-15.1613559994
Negative,shattered,-15.8617957176
Negative,coolidge,-17.2768332168
Negative,preserved,-16.8617957176
Negative,swallow,-15.0544407955
Negative,enjoying,-14.4023640989
Negative,hideous,-15.4023640989
Negative,straightforward,-15.4023640989
Negative,returning,-15.1613559994
Negative,carefree,-17.8617957176
Negative,overdone,-14.954905122
Negative,billie,-15.8617957176
Negative,falk,-17.8617957176
Negative,fall,-12.3860622866
Negative,difference,-13.8174015982
Negative,hooker,-16.5398676227
Negative,steve,-12.7120485981
Negative,alma,-16.5398676227
Negative,cackling,-16.8617957176
Negative,mothers,-15.2768332168
Negative,benevolent,-16.5398676227
Negative,angus,-15.8617957176
Negative,celebrity,-14.6918707161
Negative,outtakes,-16.5398676227
Negative,intricately,-16.8617957176
Negative,reminding,-16.8617957176
Negative,biological,-16.2768332168
Negative,hotshot,-15.5398676227
Negative,20th,-15.4023640989
Negative,titled,-15.4023640989
Negative,andor,-15.1613559994
Negative,ritter,-16.2768332168
Negative,preposterous,-14.954905122
Negative,strung,-16.2768332168
Negative,zero,-13.8617957176
Negative,titles,-15.1613559994
Negative,perspective,-14.8617957176
Negative,lawyer,-13.3072068659
Negative,breckin,-16.8617957176
Negative,affable,-17.2768332168
Negative,creatures,-14.4694782948
Negative,brackett,-16.2768332168
Negative,90s,-14.3382337615
Negative,stood,-15.6918707161
Negative,illogical,-14.8617957176
Negative,burtons,-15.1613559994
Negative,devastating,-16.8617957176
Negative,diaz,-16.2768332168
Negative,garth,-16.5398676227
Negative,tribute,-16.8617957176
Negative,public,-13.6523423519
Negative,movement,-15.5398676227
Negative,tattoos,-16.5398676227
Negative,outgoing,-17.8617957176
Negative,martians,-16.8617957176
Negative,component,-16.8617957176
Negative,surfer,-16.8617957176
Negative,ranger,-16.0544407955
Negative,beacon,-16.0544407955
Negative,disastrous,-16.0544407955
Negative,jonas,-17.2768332168
Negative,mulroney,-17.8617957176
Negative,commercially,-17.2768332168
Negative,welltimed,-17.2768332168
Negative,awakened,-16.8617957176
Negative,fantasies,-14.8617957176
Negative,publisher,-16.2768332168
Negative,search,-13.6918707161
Negative,bible,-16.0544407955
Negative,grisham,-16.2768332168
Negative,stretching,-16.2768332168
Negative,jackie,-13.3699426212
Negative,airport,-15.6918707161
Negative,techno,-16.8617957176
Negative,misery,-15.8617957176
Negative,mentions,-16.5398676227
Negative,narrow,-16.8617957176
Negative,whimsical,-16.2768332168
Negative,shanghai,-17.2768332168
Negative,modernday,-16.5398676227
Negative,caravan,-17.8617957176
Negative,africa,-14.7743328763
Negative,busey,-16.8617957176
Negative,aptitude,-17.2768332168
Negative,suits,-14.4023640989
Negative,armed,-15.0544407955
Negative,readily,-16.0544407955
Negative,donaldson,-16.8617957176
Negative,wanted,-13.080436004
Negative,eye,-12.7532712608
Negative,levine,-16.5398676227
Negative,distinct,-15.2768332168
Negative,egoyan,-17.8617957176
Negative,plastered,-16.5398676227
Negative,two,-9.43762942874
Negative,comparing,-15.8617957176
Negative,splash,-17.2768332168
Negative,characteristics,-16.5398676227
Negative,tacky,-16.2768332168
Negative,achieving,-16.8617957176
Negative,diamond,-14.2768332168
Negative,delves,-17.2768332168
Negative,staggering,-16.8617957176
Negative,explores,-16.5398676227
Negative,leonard,-15.8617957176
Negative,landed,-16.8617957176
Negative,controlling,-16.2768332168
Negative,bros,-14.954905122
Negative,varying,-17.2768332168
Negative,admittingly,-17.8617957176
Negative,karaoke,-17.8617957176
Negative,town,-12.0163056666
Negative,none,-11.9669779543
Negative,hour,-11.8617957176
Negative,strain,-16.2768332168
Negative,babys,-17.8617957176
Negative,recall,-14.6138682041
Negative,der,-15.4023640989
Negative,specializes,-16.8617957176
Negative,sucks,-14.7743328763
Negative,guards,-15.2768332168
Negative,remain,-14.7743328763
Negative,paragraph,-15.6918707161
Negative,del,-14.954905122
Negative,heinleins,-17.2768332168
Negative,den,-16.8617957176
Negative,abandon,-15.6918707161
Negative,pokemon,-14.4694782948
Negative,mediums,-17.8617957176
Negative,dee,-16.8617957176
Negative,compare,-14.8617957176
Negative,conniving,-16.2768332168
Negative,onslaught,-16.8617957176
Negative,share,-14.2179395278
Negative,suburbia,-16.8617957176
Negative,collision,-16.0544407955
Negative,minimum,-15.5398676227
Negative,rainstorm,-17.8617957176
Negative,numbers,-14.7743328763
Negative,junket,-16.0544407955
Negative,sharp,-14.8617957176
Negative,robinson,-14.5398676227
Negative,breakup,-16.5398676227
Negative,homicide,-15.8617957176
Negative,needs,-12.3226369065
Negative,obnoxious,-14.4023640989
Negative,drained,-16.5398676227
Negative,lousy,-14.4694782948
